"340","339","338","337","337","336","333","332","331","330","330","329","326","325","324","323","323","322","319","318","317","316","315","315","312","312","310","309","309","308","305","305","302","302","301","298","298","295","295","294","291","290","288","287","284","284","283","281","280","277","277","276","274","274","272","272","270","269","267","265","263","262","260","258","256","255","253","251","249","244","242","238","235","230","228","223","221","216","214","209","207","205","201","199","195","191","189","180","174","173","171","167","165","164","160","156","155","152","149","145","142","137","135","129","128","123","115","109","102","101","96","93","88","87","83","74","65","60","53","51","47","40","37","32","31","30","26","25","24","23","22","21","20","19","18","17","16","15","14","13","12","11","10","9","8","7","6","5","4","3","2","1","0"
"22460","22525","22487","22460","22444","22288","22103","22124","22101","22057","22057","21878","21735","21797","21759","21689","21689","21614","21261","21373","21329","21261","21171","21050","20851","21068","20972","20712","20712","20559","20268","20381","20170","20130","20081","19695","19463","19463","19431","19340","18569","19031","18491","18464","18220","17954","18118","17908","17800","17111","17517","17256","17111","17111","16899","16899","15901","16169","15901","15319","15113","15319","15113","14383","14068","14383","14068","13241","13015","13540","13676","10114","9911","9191","8973","8376","8011","7470","7157","6553","6242","5843","5325","4963","4366","4269","3944","3052","2599","2458","2225","2115","1963","1835","1766","1617","1437","1322","1201","1093","1048","964","888","844","779","759","599","528","508","476","438","354","309","271","270","245","244","234","242","230","224","179","169","135","130","120","117","86","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8966","9004","8979","8966","8959","8897","8819","8829","8818","8795","8795","8706","8657","8675","8668","8626","8626","8594","8414","8468","8444","8414","8371","8352","8255","8273","8259","8220","8220","8105","7937","7989","7889","7880","7842","7693","7573","7573","7565","7518","6900","7373","6787","6841","6651","6418","6533","6373","6331","6055","6187","6113","6055","6055","5987","5987","5674","5776","5674","5444","5406","5444","5406","5165","5147","5165","5147","4950","4808","4941","4910","4912","4968","4546","4484","4024","3857","3431","3330","3083","2909","2803","2622","2453","2218","2288","2097","1546","1422","1346","1225","1076","1066","1011","959","886","825","728","672","660","632","601","539","518","481","467","338","337","270","253","231","208","200","187","183","168","166","157","147","142","135","115","102","88","82","76","77","60","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
